date,gross,person,shared,sas,description,cat,account,exclude_from_budget,sav_account_only,tag,area,comments
14/02/2022,-23240.000,s,,,Nordnet,Investing,,,,,,
15/02/2022,-37.920,s,,,Café/restaurant 274,Café&restaurant,,,,,,
15/02/2022,-43.200,s,x,,fotex,Groceries,,,,,,
15/02/2022,-81.660,s,x,,Irma,Groceries,,,,,,
16/02/2022,-55.420,s,,,Café/restaurant 398,Café&restaurant,,,,,,
17/02/2022,-6.900,s,,,Café/restaurant 101,Café&restaurant,,,,,,
17/02/2022,-20.470,s,x,,fotex,Groceries,,,,,,
17/02/2022,-223.400,s,x,,Fakta,Groceries,,,,,,
18/02/2022,-2.040,s,,,Café/restaurant 299,Café&restaurant,,,,,,
19/02/2022,-218.240,s,x,,Easyjet,Flights,,,,Tag 20,,
19/02/2022,-218.960,s,,,Trenitalia,Transportation,,,,Tag 14,,
19/02/2022,-3380.420,s,x,,KLM,Flights,,,,Tag 20,,
21/02/2022,-60.760,s,x,,spotify,Subscriptions,,,,,,
21/02/2022,-69.500,s,x,,Matas,Health,,,,,,
21/02/2022,-229.250,s,x,,Fakta,Groceries,,,,,,
21/02/2022,-276.610,s,x,,Coop368,Groceries,,,,,,
21/02/2022,-563.760,s,x,,Café/restaurant 245,Café&restaurant,,,,,,
21/02/2022,62.248032,s,,,Salary 8,Salary,,x,,,,
23/02/2022,-4.800,s,x,,Matas,Health,,,,,,
23/02/2022,-269.730,s,,,Magasin,Present,,,,,,
24/02/2022,-174.000,s,x,,Fakta,Groceries,,,,,,
25/02/2022,-321.360,s,x,,Café/restaurant 28,Café&restaurant,,,,,,
26/02/2022,-76.940,s,x,,Fakta,Groceries,,,,,,
26/02/2022,-206.040,s,x,,Meny,Groceries,,,,,,
26/02/2022,-268.240,s,x,,apotek,Health,,,,,,
27/02/2022,-6.700,s,x,,netto,Groceries,,,,,,
28/02/2022,60011.6201,s,,,Salary 2,Salary,,,,,,
28/02/2022,-11.930,s,,,Café/restaurant 106,Café&restaurant,,,,,,
28/02/2022,-14.160,s,x,,Coop365,Groceries,,,,,,
28/02/2022,-51.000,s,x,,Despar,Groceries,,,,,,
28/02/2022,-80.830,s,x,,Irma,Groceries,,,,,,
28/02/2022,-114.460,s,x,,Irma,Groceries,,,,,,
28/02/2022,-6840.000,s,,,Silkeborggade,Rent,,,,,,
01/03/2022,-73.980,s,,,Café/restaurant 397,Café&restaurant,,,,,,
01/03/2022,-146.280,s,,,Telia,Subscriptions,,,,,,
01/03/2022,-475.410,s,x,,YouSee,Subscriptions,,,,,,
02/03/2022,-7700.000,s,,,Nordnet,Investing,,,x,,,
02/03/2022,-9000.000,s,,,Savings,Savings,,,x,,,
03/03/2022,-9.250,s,,,Café/restaurant 420,Café&restaurant,,,,Tag 14,,
03/03/2022,-9.840,s,,,apotek,Health,,,,Tag 14,,
03/03/2022,-17.040,s,x,,netto,Groceries,,,,,,
03/03/2022,-39.460,s,,,Café/restaurant 156,Café&restaurant,,,,,,
03/03/2022,-44.400,s,x,,Irma,Groceries,,,,,,
03/03/2022,-49.500,s,x,,netto,Groceries,,,,,,
03/03/2022,-127.500,s,,,Café/restaurant 3,Café&restaurant,,,,Tag 14,,
03/03/2022,-299.870,s,x,,Fakta,Groceries,,,,,,
04/03/2022,-1137.240,s,,,Cloath/beauty store 76,Cloathing&Beauty,,,,Tag 14,,
05/03/2022,-430.940,s,,,a-kasse,Authorities,,,x,,,
06/03/2022,-122.120,s,,,Café/restaurant 210,Café&restaurant,,,,Tag 14,,
07/03/2022,-16.000,s,x,,Fakta,Groceries,,,,,,
07/03/2022,-49.470,s,x,,Netto,Groceries,,,,,,
07/03/2022,-91.300,s,x,,Meny,Groceries,,,,,,
07/03/2022,-201.040,s,,,Café/restaurant 384,Café&restaurant,,,,Tag 14,,
07/03/2022,-321.090,s,x,,Meny,Groceries,,,,,,
09/03/2022,-164.570,s,,,Café/restaurant 23,Café&restaurant,,,,Tag 14,,
10/03/2022,-34.510,s,,,Youtube,Subscriptions,,,,,,
10/03/2022,-118.380,s,,,Café/restaurant 136,Café&restaurant,,,,Tag 14,,
11/03/2022,-235.490,s,,,Café/restaurant 112,Café&restaurant,,,,Tag 14,,
11/03/2022,-346.590,s,x,,Fakta,Groceries,,,,,,
11/03/2022,-899.720,s,x,,Vicofoodbox,Groceries,,,,,,
12/03/2022,-5.370,s,,,Trenitalia,Transportation,,,,Tag 14,,
12/03/2022,-6.020,s,,,Café/restaurant 322,Café&restaurant,,,,Tag 14,,
12/03/2022,-20.000,s,,,Rejsekort,Transportation,,,,,,
13/03/2022,-14.700,s,,,Café/restaurant 129,Café&restaurant,,,,,,
13/03/2022,-85.400,s,,,fotex,Groceries,,,,,,
13/03/2022,-106.050,s,,,Fakta,Groceries,,,,,,
14/03/2022,-22.860,s,,,Café/restaurant 428,Café&restaurant,,,,,,
14/03/2022,-154.740,s,x,,Fakta,Groceries,,,,,,
15/03/2022,-70.650,s,,,Café/restaurant 276,Café&restaurant,,,,,,
15/03/2022,-127.200,s,x,,Irma,Groceries,,,,,,
16/03/2022,-14.280,s,,,LIDL,Groceries,,,,,,
17/03/2022,-2.880,s,x,,Irma,Groceries,,,,,,
17/03/2022,-67.260,s,,,Café/restaurant 234,Café&restaurant,,,,,,
17/03/2022,-153.000,s,x,,Fakta,Groceries,,,,,,
18/03/2022,-62.880,s,x,,fakta,Groceries,,,,,,
18/03/2022,-552.840,s,x,,Vicofoodbox,Groceries,,,,,,
19/03/2022,-17.700,s,x,,fakta,Groceries,,,,,,
20/03/2022,-372.240,s,x,,Café/restaurant 254,Café&restaurant,,,,,,
20/03/2022,-3396.600,s,x,,Airbnb,Hotels,,,,Tag 18,,
20/03/2022,-6705.360,s,x,,Ryanair July,Flights,,,,Tag 18,,
21/03/2022,-19.390,s,,,Café/restaurant 254,Café&restaurant,,,,,,
21/03/2022,-20.000,s,,,Rejsekort,Transportation,,,,,,
21/03/2022,-1508.850,s,x,,Ryanair June,Flights,,,,Tag 14,,
22/03/2022,-6.710,s,,,Café/restaurant 236,Café&restaurant,,,,,,
22/03/2022,-10.760,s,,,Airbnb,Hotels,,,,,,
22/03/2022,-72.430,s,x,,fakta,Groceries,,,,,,
22/03/2022,-106.640,s,x,,spotify,Subscriptions,,,,,,
23/03/2022,-5.870,s,,,Café/restaurant 43,Café&restaurant,,,,,,
23/03/2022,-13.000,s,x,,Coop369,Groceries,,,,,,
23/03/2022,-73.390,s,x,,netto,Groceries,,,,,,
24/03/2022,-30.540,s,,,Café/restaurant 361,Café&restaurant,,,,,,
24/03/2022,-221.240,s,x,,Meny,Groceries,,,,,,
25/03/2022,-42.690,s,,,Café/restaurant 481,Café&restaurant,,,,,,
27/03/2022,-4.050,s,,,Café/restaurant 398,Café&restaurant,,,,,,
27/03/2022,-6.480,s,,,Café/restaurant 128,Café&restaurant,,,,,,
28/03/2022,-4.440,s,,,Café/restaurant 348,Café&restaurant,,,,,,
28/03/2022,-4.520,s,,,LIDL,Groceries,,,,,,
28/03/2022,-43.750,s,x,,Fakta,Groceries,,,,,,
28/03/2022,-174.240,s,,,Café/restaurant 129,Café&restaurant,,,,,,
28/03/2022,-515.220,s,x,,Café/restaurant 214,Café&restaurant,,,,,,
30/03/2022,-0.590,s,,,Café/restaurant 186,Café&restaurant,,,,,,
30/03/2022,-21.080,s,,,Fakta,Groceries,,,,,,
30/03/2022,-24.490,s,,,Café/restaurant 117,Café&restaurant,,,,,,
30/03/2022,-26.630,s,,,Café/restaurant 271,Café&restaurant,,,,,,
30/03/2022,-49.400,s,,,Greenmobility,Car,,,,,,
30/03/2022,-67.000,s,,,Rejsekort,Transportation,,,,,,
30/03/2022,-280.330,s,x,,Coop,Groceries,,,,,,
31/03/2022,28052.7664,s,,,Salary 2,Salary,,,,,,
31/03/2022,-2840.000,s,,,Silkeborggade,Rent,,,,,,
31/03/2022,-14900.000,s,,,Nordnet,Investing,,,,,,
01/04/2022,-6.750,s,,,Café/restaurant 355,Café&restaurant,,,,,,
01/04/2022,-24.960,s,,,Café/restaurant 57,Café&restaurant,,,,,,
01/04/2022,-33.340,s,,,Café/restaurant 307,Café&restaurant,,,,,,
01/04/2022,-48.000,s,,,netto,Groceries,,,,,,
01/04/2022,-86.240,s,,,Fakta,Groceries,,,,,,
01/04/2022,-98.580,s,,,Telia,Subscriptions,,,,,,
01/04/2022,-165.240,s,x,,TopDanmark,Subscriptions,,,,,,
01/04/2022,-196.560,s,,,a-kasse,Authorities,,,,,,
01/04/2022,-252.960,s,,,Café/restaurant 64,Café&restaurant,,,,,,
02/04/2022,-159.200,s,x,,Concert - Hans Zimmer,Entertainment,,,,,,
02/04/2022,-230.100,s,,,Bar 34,Bar&cocktails,,,,,,
03/04/2022,-0.610,s,,,Fakta,Groceries,,,,,,
03/04/2022,-69.560,s,,,Irma,Groceries,,,,,,
04/04/2022,-37.420,s,,,Café/restaurant 404,Café&restaurant,,,,,,
04/04/2022,-160.950,s,,,Café/restaurant 222,Café&restaurant,,,,,,
07/04/2022,-6.050,s,,,LIDL,Groceries,,,,,,
07/04/2022,-32.590,s,,,Café/restaurant 158,Café&restaurant,,,,,,
08/04/2022,3043.820,s,,,Skat,SKAT,,,,,,
08/04/2022,-0.990,s,,,Fakta,Groceries,,,,,,
08/04/2022,-1.200,s,,,Café/restaurant 174,Café&restaurant,,,,,,
08/04/2022,-176.730,s,x,,Café/restaurant 111,Café&restaurant,,,,,,
08/04/2022,-395.820,s,,,Irma,Groceries,,,,,,
09/04/2022,-50.800,s,x,,Bosses Bageri,Groceries,,,,,,
09/04/2022,-116.280,s,x,,Café/restaurant 258,Café&restaurant,,,,,,
09/04/2022,-140.800,s,x,,Netto,Groceries,,,,,,
09/04/2022,-353.700,s,x,,Fakta,Groceries,,,,,,
11/04/2022,-30.460,s,,,Café/restaurant 294,Café&restaurant,,,,,,
11/04/2022,-59.500,s,x,,NETTO,Groceries,,,,,,
11/04/2022,-100.920,s,x,,Fakta,Groceries,,,,,,
11/04/2022,-189.060,s,x,,Café/restaurant 172,Café&restaurant,,,,,,
12/04/2022,-35.600,s,,,Café/restaurant 315,Café&restaurant,,,,,,
12/04/2022,-207.060,s,,,Youtube,Subscriptions,,,,,,
12/04/2022,-340.000,s,,,Cloath/beauty store 300,Cloathing&Beauty,,,,,,
13/04/2022,-10.030,s,,,Café/restaurant 449,Café&restaurant,,,,,,
13/04/2022,-10.720,s,x,,Café/restaurant 58,Café&restaurant,,,,,,
13/04/2022,-21.670,s,,,Café/restaurant 71,Café&restaurant,,,,,,
14/04/2022,-173.840,s,x,,Fakta,Groceries,,,,,,
14/04/2022,-178.410,s,x,,Fakta,Groceries,,,,,,
14/04/2022,-263.760,s,x,,Irma,Groceries,,,,,,
14/04/2022,-398.580,s,x,,fotex,Groceries,,,,,,
15/04/2022,-42.280,s,x,,Fakta,Groceries,,,,,,
16/04/2022,-97.240,s,x,,Café/restaurant 446,Café&restaurant,,,,,,
17/04/2022,-144.000,s,x,,Café/restaurant 181,Café&restaurant,,,,,,
17/04/2022,-391.000,s,x,,Meny,Groceries,,,,,,
18/04/2022,-11.760,s,,,Rejsekort,Transportation,,,,,,
18/04/2022,-103.750,s,x,,DriveNow,Car,,,,,,
19/04/2022,-15.270,s,x,,Café/restaurant 64,Café&restaurant,,,,,,
19/04/2022,-25.310,s,x,,Fakta,Groceries,,,,,,
19/04/2022,-28.340,s,x,,Irma,Groceries,,,,,,
19/04/2022,-67.570,s,,,Café/restaurant 279,Café&restaurant,,,,,,
19/04/2022,-116.250,s,,,fotex,Groceries,,,,,,
19/04/2022,-204.980,s,x,,Fakta,Groceries,,,,,,
19/04/2022,-258.700,s,x,,Meny,Groceries,,,,,,
19/04/2022,-331.290,s,x,,Meny,Groceries,,,,,,
20/04/2022,-1.300,s,,,Bar 36,Bar&cocktails,,,,,,
20/04/2022,-40.300,s,,,Café/restaurant 377,Café&restaurant,,,,,,
20/04/2022,-127.000,s,,,Rejsekort,Transportation,,,,,,
21/04/2022,-4.240,s,,,apotek,Health,,,,,,
21/04/2022,-23.870,s,,,Café/restaurant 477,Café&restaurant,,,,,,
21/04/2022,-38.920,s,x,,Irma,Groceries,,,,,,
21/04/2022,-62.000,s,x,,spotify,Subscriptions,,,,,,
21/04/2022,-293.020,s,x,,Fakta,Groceries,,,,,,
22/04/2022,-22.460,s,x,,Fakta,Groceries,,,,,,
22/04/2022,-69.560,s,,,Café/restaurant 171,Café&restaurant,,,,,,
22/04/2022,-338.800,s,x,,Café/restaurant 192,Café&restaurant,,,,,,
23/04/2022,-12.300,s,x,,Magasin,Present,,,,,,
23/04/2022,-37.920,s,x,,Netflix,Subscriptions,,,,,,
23/04/2022,-374.850,s,x,,Café/restaurant 430,Café&restaurant,,,,,,
24/04/2022,-9.800,s,x,,Fakta,Groceries,,,,,,
24/04/2022,-38.080,s,x,,Café/restaurant 117,Café&restaurant,,,,,,
24/04/2022,-81.700,s,x,,Irma,Groceries,,,,,,
24/04/2022,-166.170,s,x,,Meny,Groceries,,,,,,
25/04/2022,-12.760,s,x,,Fakta,Groceries,,,,,,
25/04/2022,-33.990,s,,,Café/restaurant 418,Café&restaurant,,,,,,
25/04/2022,-162.190,s,x,,Fakta,Groceries,,,,,,
25/04/2022,-409.400,s,x,,fakta,Groceries,,,,,,
25/04/2022,-437.400,s,x,,fotex,Groceries,,,,,,
25/04/2022,-467.610,s,x,,Café/restaurant 123,Café&restaurant,,,,,,
26/04/2022,-9.750,s,,,Café/restaurant 212,Café&restaurant,,,,,,
26/04/2022,-51.260,s,,,Café/restaurant 470,Café&restaurant,,,,,,
26/04/2022,-185.610,s,x,,Meny,Groceries,,,,,,
26/04/2022,-356.820,s,x,,Irma,Groceries,,,,,,
26/04/2022,-378.490,s,x,,fakta,Groceries,,,,,,
27/04/2022,-43.470,s,,,Café/restaurant 295,Café&restaurant,,,,,,
27/04/2022,-57.000,s,x,,Café/restaurant 289,Café&restaurant,,,,,,
27/04/2022,-77.000,s,,,Rejsekort,Transportation,,,,,,
27/04/2022,-77.400,s,,,LIDL,Groceries,,,,,,
27/04/2022,-153.000,s,x,,DriveNow,Car,,,,,,
27/04/2022,-15100.000,s,,,Nordnet,Investing,,,,,,
28/04/2022,-13.660,s,,,Café/restaurant 289,Café&restaurant,,,,,,
28/04/2022,-14.960,s,,,Café/restaurant 245,Café&restaurant,,,,,,
29/04/2022,27342.56448,s,,,Salary 2,Salary,,,,,,
29/04/2022,-7.060,s,,,Google storage,Subscriptions,,,,,,
29/04/2022,-62.520,s,,,Café/restaurant 447,Café&restaurant,,,,,,
29/04/2022,-63.650,s,x,,Café/restaurant 195,Café&restaurant,,,,,,
29/04/2022,-2720.000,s,,,Silkeborggade,Rent,,,,,,
30/04/2022,-14.160,s,,,Café/restaurant 249,Café&restaurant,,,,,,
30/04/2022,-288.120,s,x,,Café/restaurant 92,Café&restaurant,,,,,,
30/04/2022,-552.560,s,x,,fakta,Groceries,,,,,,
01/05/2022,-299.520,s,x,,YouSee,Subscriptions,,,,,,
02/05/2022,-19.630,s,,,Café/restaurant 245,Café&restaurant,,,,,,
02/05/2022,-142.990,s,x,,Netflix,Subscriptions,,,,,,
02/05/2022,-144.130,s,,,apotek,Health,,,,,,
02/05/2022,-186.030,s,,,Telia,Subscriptions,,,,,,
02/05/2022,-350.460,s,x,,TopDanmark,Subscriptions,,,,,,
02/05/2022,-595.010,s,x,,YouSee,Subscriptions,,,,,,
02/05/2022,-847.080,s,,,a-kasse,Authorities,,,,,,
03/05/2022,-42.210,s,,,Café/restaurant 126,Café&restaurant,,,,,,
03/05/2022,-102.230,s,x,,Fakta,Groceries,,,,,,
04/05/2022,-46.800,s,,,Café/restaurant 479,Café&restaurant,,,,,,
04/05/2022,-54.080,s,x,,fakta,Groceries,,,,,,
04/05/2022,-97.000,s,x,,Netto,Groceries,,,,,,
05/05/2022,-9.030,s,x,,Fakta,Groceries,,,,,,
05/05/2022,-50.140,s,,,Café/restaurant 105,Café&restaurant,,,,,,
05/05/2022,-414.540,s,x,,Café/restaurant 184,Café&restaurant,,,,,,
06/05/2022,-42.280,s,,,Café/restaurant 345,Café&restaurant,,,,,,
06/05/2022,-389.900,s,,,Cloath/beauty store 320,Cloathing&Beauty,,,,,,
06/05/2022,-5633.760,s,,,Cloath/beauty store 370,Cloathing&Beauty,,,,Tag 14,,
08/05/2022,-477.600,s,x,,Fakta,Groceries,,,,,,
09/05/2022,-51.360,s,x,,Netto,Groceries,,,,,,
09/05/2022,-187.040,s,x,,Netto,Groceries,,,,,,
09/05/2022,-296.490,s,x,,Fotex,Groceries,,,,,,
10/05/2022,-190.940,s,x,,Fakta,Groceries,,,,,,
10/05/2022,-226.100,s,,,Youtube,Subscriptions,,,,,,
10/05/2022,-1071.360,s,x,,Flower festival Amsterdam,Entertainment,,,,Tag 20,,
11/05/2022,-23.630,s,,,Cloath/beauty store 351,Cloathing&Beauty,,,,,,
11/05/2022,-30.970,s,x,,Present,Present,,,,Tag 20,,
11/05/2022,-33.750,s,x,,Café/restaurant 389,Café&restaurant,,,,Tag 20,,
11/05/2022,-109.480,s,x,,Café/restaurant 183,Café&restaurant,,,,Tag 20,,
11/05/2022,-158.270,s,x,,Transportation,Transportation,,,,Tag 20,,
12/05/2022,-217.600,s,x,,Café/restaurant 448,Café&restaurant,,,,Tag 20,,
12/05/2022,-248.980,s,x,,Café/restaurant 403,Café&restaurant,,,,Tag 20,,
14/05/2022,-85.560,s,x,,Irma,Groceries,,,,Tag 20,,
15/05/2022,-25.200,s,x,,Magasin,Groceries,,,,Tag 20,,
15/05/2022,-423.300,s,x,,Irma,Groceries,,,,Tag 20,,
16/05/2022,-13.480,s,,,Fakta,Groceries,,,,,,
16/05/2022,-15.960,s,x,,Transportation,Transportation,,,,Tag 20,,
16/05/2022,-16.750,s,x,,Café/restaurant 73,Café&restaurant,,,,,,
16/05/2022,-136.500,s,x,,Café/restaurant 299,Café&restaurant,,,,,,
16/05/2022,-164.000,s,,,Rejsekort,Transportation,,,,,,
16/05/2022,-201.550,s,x,,Fakta,Groceries,,,,,,
16/05/2022,-544.680,s,x,,Vicofoodbox,Groceries,,,,,,
17/05/2022,-38.240,s,,,Café/restaurant 135,Café&restaurant,,,,,,
17/05/2022,-246.400,s,x,,Café/restaurant 400,Café&restaurant,,,,,,
18/05/2022,-6.870,s,,,Café/restaurant 129,Café&restaurant,,,,,,
19/05/2022,-50.700,s,,,Café/restaurant 69,Café&restaurant,,,,,,
20/05/2022,-20.160,s,x,,Fakta,Groceries,,,,,,
20/05/2022,-29.930,s,,,Café/restaurant 347,Café&restaurant,,,,,,
20/05/2022,-105.790,s,x,,Fakta,Groceries,,,,,,
20/05/2022,-126.420,s,x,,Fotex,Groceries,,,,,,
20/05/2022,-847.440,s,x,,Café/restaurant 148,Café&restaurant,,,,,,
21/05/2022,-47.600,s,x,,Irma,Groceries,,,,,,
21/05/2022,-100.000,s,x,,Café/restaurant 341,Café&restaurant,,,,,,
22/05/2022,-72.750,s,,,Fakta,Groceries,,,,,,
22/05/2022,-179.630,s,x,,Fakta,Groceries,,,,,,
23/05/2022,-3.630,s,,,Café/restaurant 328,Café&restaurant,,,,,,
23/05/2022,-34.980,s,x,,Netto,Groceries,,,,,,
23/05/2022,-167.980,s,x,,Café/restaurant 375,Café&restaurant,,,,,,
23/05/2022,-243.040,s,x,,spotify,Subscriptions,,,,,,
24/05/2022,-39.230,s,,,Café/restaurant 272,Café&restaurant,,,,,,
24/05/2022,-93.130,s,x,,Irma,Groceries,,,,,,
24/05/2022,-290.580,s,x,,Fakta,Groceries,,,,,,
25/05/2022,-30.140,s,x,,Fakta,Groceries,,,,,,
25/05/2022,-32.660,s,,,Café/restaurant 277,Café&restaurant,,,,,,
25/05/2022,-171.360,s,x,,Café/restaurant 264,Café&restaurant,,,,,,
26/05/2022,-103.020,s,x,,Irma,Groceries,,,,,,
27/05/2022,-31.100,s,,,Café/restaurant 416,Café&restaurant,,,,,,
27/05/2022,-599.560,s,,,Dentist,Health,,,,,,
28/05/2022,-81.340,s,,,Café/restaurant 454,Café&restaurant,,,,,,
28/05/2022,-403.040,s,x,,Magasin,Present,,,,,,
29/05/2022,-4.190,s,,,Café/restaurant 95,Café&restaurant,,,,,,
29/05/2022,-71.680,s,,,Urban range camp,Sport,,,,,,
29/05/2022,-246.000,s,,,DriveNow,Car,,,,,,
30/05/2022,-24.080,s,x,,Fotex,Groceries,,,,,,
30/05/2022,-29.860,s,,,Café/restaurant 63,Café&restaurant,,,,,,
30/05/2022,-57.800,s,,,Google storage,Subscriptions,,,,,,
30/05/2022,-92.610,s,x,,Fakta,Groceries,,,,,,
31/05/2022,44318.1306,s,,,Salary 2,Salary,,,,,,
31/05/2022,-19.320,s,,,Café/restaurant 46,Café&restaurant,,,,,,
31/05/2022,-61.980,s,x,,Fakta,Groceries,,,,,,
31/05/2022,-326.900,s,,,Cloath/beauty store 63,Cloathing&Beauty,,,,,,
31/05/2022,-3560.000,s,,,Silkeborggade,Rent,,,,,,
01/06/2022,-60.990,s,,,Café/restaurant 315,Café&restaurant,,,,,,
01/06/2022,-68.930,s,x,,Fakta,Groceries,,,,,,
01/06/2022,-89.100,s,x,,TopDanmark,Subscriptions,,,,,,
01/06/2022,-94.010,s,x,,Netflix,Subscriptions,,,,,,
01/06/2022,-179.850,s,,,Cloath/beauty store 272,Cloathing&Beauty,,,,,,
01/06/2022,-370.760,s,x,,YouSee,Subscriptions,,,,,,
01/06/2022,-762.840,s,x,,YouSee,Subscriptions,,,,,,
01/06/2022,-823.680,s,,,a-kasse,Authorities,,,,,,
01/06/2022,-7930.000,s,,,Nordnet,Investing,,,,,,
02/06/2022,-4.870,s,,,Café/restaurant 309,Café&restaurant,,,,,,
02/06/2022,-280.100,s,x,,Irma,Groceries,,,,,,
03/06/2022,-70.000,s,,,Cloath/beauty store 472,Cloathing&Beauty,,,,,,
07/06/2022,-17.300,s,,,Café/restaurant 398,Café&restaurant,,,,,,
07/06/2022,-33.240,s,,,Irma,Groceries,,,,,,
07/06/2022,-45.150,s,,,LIDL,Groceries,,,,,,
07/06/2022,-48.220,s,,,Café/restaurant 283,Café&restaurant,,,,,,
07/06/2022,-187.700,s,,,Fakta,Groceries,,,,,,
08/06/2022,-8.200,s,,,Café/restaurant 344,Café&restaurant,,,,,,
08/06/2022,-16.200,s,x,,Netto,Groceries,,,,,,
08/06/2022,-23.800,s,,,Fast track,Flights,,,,Tag 14,,
09/06/2022,-9.020,s,,,Fotex,Groceries,,,,,,
09/06/2022,-13.900,s,,,Magasin,Present,,,,Tag 14,,
09/06/2022,-15.200,s,,,LIDL,Groceries,,,,,,
09/06/2022,-23.620,s,,,Fakta,Groceries,,,,,,
09/06/2022,-33.870,s,,,Café/restaurant 303,Café&restaurant,,,,,,
09/06/2022,-43.400,s,,,Café/restaurant 223,Café&restaurant,,,,,,
09/06/2022,-70.400,s,,,Bar 3,Bar&cocktails,,,,,,
09/06/2022,-791.000,s,,,Cloath/beauty store 94,Cloathing&Beauty,,,,Tag 14,,
10/06/2022,-9.020,s,,,Café/restaurant 150,Café&restaurant,,,,Tag 14,,
10/06/2022,-19.750,s,,,Café/restaurant 416,Café&restaurant,,,,Tag 14,,
10/06/2022,-93.620,s,,,Café/restaurant 225,Café&restaurant,,,,,,
10/06/2022,-176.000,s,,,Fotex,Groceries,,,,Tag 14,,
10/06/2022,-236.810,s,,,Youtube,Subscriptions,,,,,,
10/06/2022,-2038.950,s,,,Present,Present,,,,Tag 14,,
11/06/2022,-7.520,s,x,,Supermarco,Groceries,,,,Tag 14,,
12/06/2022,-83.370,s,x,,Fotex,Groceries,,,,Tag 14,,
12/06/2022,-317.860,s,x,,Café/restaurant 378,Café&restaurant,,,,Tag 14,,
13/06/2022,6282.797875,s,,,Salary 8,Salary,,x,,,,
13/06/2022,-1298.560,s,x,,Terme,Entertainment,,,,Tag 14,,
14/06/2022,-47.280,s,x,,Fotex,Groceries,,,,Tag 14,,
14/06/2022,-707.030,s,x,,Café/restaurant 67,Café&restaurant,,,,Tag 14,,
15/06/2022,-462.300,s,x,,Fuel,Car,,,,Tag 14,,
15/06/2022,-589.680,s,x,,Café/restaurant 474,Café&restaurant,,,,Tag 14,,
16/06/2022,-115.290,s,x,,Café/restaurant 264,Café&restaurant,,,,Tag 14,,
16/06/2022,-255.840,s,x,,apotek,Health,,,,Tag 14,,
16/06/2022,-909.480,s,x,,Café/restaurant 333,Café&restaurant,,,,Tag 14,,
17/06/2022,-99.050,s,x,,Café/restaurant 17,Café&restaurant,,,,,,
17/06/2022,-243.320,s,x,,DriveNow,Car,,,,Tag 14,,
19/06/2022,-117.600,s,,,Bar 90,Bar&cocktails,,,,,,
19/06/2022,-141.000,s,,,Rejsekort,Transportation,,,,,,
20/06/2022,-3.440,s,,,Bar 36,Bar&cocktails,,,,,,
20/06/2022,-30.840,s,,,Café/restaurant 195,Café&restaurant,,,,,,
20/06/2022,-146.320,s,x,,spotify,Subscriptions,,,,,,
21/06/2022,-28.020,s,,,LIDL,Groceries,,,,,,
21/06/2022,-88.040,s,x,,Café/restaurant 377,Café&restaurant,,,,,,
21/06/2022,-2113.350,s,,,Beta Boulders - 10pass,Sport,,,,,,
22/06/2022,-2.380,s,x,,Fakta,Groceries,,,,,,
22/06/2022,-43.500,s,,,Café/restaurant 345,Café&restaurant,,,,,,
22/06/2022,-610.830,s,x,,Netto,Groceries,,,,,,
23/06/2022,-26.160,s,,,apotek,Health,,,,,,
23/06/2022,-109.050,s,x,,Fotex,Groceries,,,,,,
27/06/2022,-19.930,s,,,Café/restaurant 458,Café&restaurant,,,,,,
27/06/2022,519.716736,s,,,Salary 5,Salary,,,,,,
28/06/2022,-74.750,s,,,Bar 123,Bar&cocktails,,,,,,
28/06/2022,-268.310,s,x,,Fakta,Groceries,,,,,,
29/06/2022,-6.570,s,x,,Fakta,Groceries,,,,,,
29/06/2022,-19.720,s,,,Café/restaurant 388,Café&restaurant,,,,,,
29/06/2022,-27.830,s,x,,Irma,Groceries,,,,,,
30/06/2022,39060.81084,s,,,Salary 2,Salary,,,,,,
30/06/2022,-57.270,s,x,,Fakta,Groceries,,,,,,
30/06/2022,-208.180,s,x,,Fakta,Groceries,,,,,,
30/06/2022,-5080.000,s,,,Silkeborggade,Rent,,,,,,
30/06/2022,-10440.000,s,,,Nordnet,Investing,,,,,,
30/06/2022,1246.17145,s,,,Salary 8,Salary,,x,,,,
01/07/2022,-35.840,s,,,Café/restaurant 342,Café&restaurant,,,,,,
01/07/2022,-104.650,s,x,,YouSee,Subscriptions,,,,,,
01/07/2022,-131.930,s,x,,Netflix,Subscriptions,,,,,,
01/07/2022,-171.720,s,,,Telia,Subscriptions,,,,,,
01/07/2022,-219.960,s,,,a-kasse,Authorities,,,,,,
01/07/2022,-328.680,s,x,,TopDanmark,Subscriptions,,,,,,
02/07/2022,-40.920,s,x,,Café/restaurant 319,Café&restaurant,,,,,,
03/07/2022,-71.520,s,x,,Café/restaurant 274,Café&restaurant,,,,Tag 18,,
04/07/2022,-423.900,s,x,,Conad,Groceries,,,,Tag 18,,
05/07/2022,-18.000,s,x,,Café/restaurant 259,Café&restaurant,,,,Tag 18,,
05/07/2022,-226.920,s,x,,Tabaccheria Pruccoli,Entertainment,,,,Tag 18,,
06/07/2022,-26.680,s,x,,Café/restaurant 87,Café&restaurant,,,,Tag 18,,
07/07/2022,-0.070,s,x,,Café/restaurant 258,Café&restaurant,,,,Tag 18,,
07/07/2022,-23.100,s,x,,Toll,Transportation,,,,Tag 18,,
07/07/2022,-41.400,s,x,,Café/restaurant 131,Café&restaurant,,,,Tag 18,,
07/07/2022,-199.210,s,x,,apotek,Health,,,,Tag 18,,
